unit_id,notif_type,comment
101801,2,"ギルドハウスで受け取れるアイテムが、全部いっぱいよ。万全な状態で、お勉強がんばりましょう♪"
101801,3,"ギルドハウスで受け取れるアイテムが、全部いっぱいよ。万全な状態で、お勉強がんばりましょう♪"
101801,4,"ギルドハウスで受け取れるアイテムが、全部いっぱいよ。万全な状態で、お勉強がんばりましょう♪"
101801,5,"ギルドハウスで受け取れるアイテムが、全部いっぱいよ。万全な状態で、お勉強がんばりましょう♪"
101801,6,"ギルドハウスで受け取れるアイテムが、全部いっぱいよ。万全な状態で、お勉強がんばりましょう♪"
102001,1,"ギルドハウスのアイテムがぜんぶもらえるよ～。すごーい、ミミもほしいな～"
102001,2,"ギルドハウスのアイテムがぜんぶもらえるよ～。すごーい、ミミもほしいな～"
102001,3,"ギルドハウスのアイテムがぜんぶもらえるよ～。すごーい、ミミもほしいな～"
102001,4,"ギルドハウスのアイテムがぜんぶもらえるよ～。すごーい、ミミもほしいな～"
102001,5,"ギルドハウスのアイテムがぜんぶもらえるよ～。すごーい、ミミもほしいな～"
102001,6,"ギルドハウスのアイテムがぜんぶもらえるよ～。すごーい、ミミもほしいな～"
102101,1,"ギルドハウスで受け取れるアイテムが、全部いっぱいですぅ……お兄ちゃん、人気者ですね…♪"
102101,2,"ギルドハウスで受け取れるアイテムが、全部いっぱいですぅ……お兄ちゃん、人気者ですね…♪"
102101,3,"ギルドハウスで受け取れるアイテムが、全部いっぱいですぅ……お兄ちゃん、人気者ですね…♪"
102101,4,"ギルドハウスで受け取れるアイテムが、全部いっぱいですぅ……お兄ちゃん、人気者ですね…♪"
102101,5,"ギルドハウスで受け取れるアイテムが、全部いっぱいですぅ……お兄ちゃん、人気者ですね…♪"
102101,6,"ギルドハウスで受け取れるアイテムが、全部いっぱいですぅ……お兄ちゃん、人気者ですね…♪"
102201,1,"ギルドハウスで受け取れるアイテムがいっぱいよ！全部受け取って、冒険の役に立てましょう！"
102201,2,"ギルドハウスで受け取れるアイテムがいっぱいよ！全部受け取って、冒険の役に立てましょう！"
102201,3,"ギルドハウスで受け取れるアイテムがいっぱいよ！全部受け取って、冒険の役に立てましょう！"
102201,4,"ギルドハウスで受け取れるアイテムがいっぱいよ！全部受け取って、冒険の役に立てましょう！"
102201,5,"ギルドハウスで受け取れるアイテムがいっぱいよ！全部受け取って、冒険の役に立てましょう！"
102201,6,"ギルドハウスで受け取れるアイテムがいっぱいよ！全部受け取って、冒険の役に立てましょう！"
102301,1,"ギルドハウスで受け取れるアイテムが、全部いっぱいだって。贈り物が沢山あっていいなー！"
102301,2,"ギルドハウスで受け取れるアイテムが、全部いっぱいだって。贈り物が沢山あっていいなー！"
102301,3,"ギルドハウスで受け取れるアイテムが、全部いっぱいだって。贈り物が沢山あっていいなー！"
102301,4,"ギルドハウスで受け取れるアイテムが、全部いっぱいだって。贈り物が沢山あっていいなー！"
102301,5,"ギルドハウスで受け取れるアイテムが、全部いっぱいだって。贈り物が沢山あっていいなー！"
102301,6,"ギルドハウスで受け取れるアイテムが、全部いっぱいだって。贈り物が沢山あっていいなー！"
102501,1,"ギルドハウスで受け取れるアイテムがいっぱいですね。私が受け取って…はわっ、て、手がすべっ！"
102501,2,"ギルドハウスで受け取れるアイテムがいっぱいですね。私が受け取って…はわっ、て、手がすべっ！"
102501,3,"ギルドハウスで受け取れるアイテムがいっぱいですね。私が受け取って…はわっ、て、手がすべっ！"
102501,4,"ギルドハウスで受け取れるアイテムがいっぱいですね。私が受け取って…はわっ、て、手がすべっ！"
102501,5,"ギルドハウスで受け取れるアイテムがいっぱいですね。私が受け取って…はわっ、て、手がすべっ！"
102501,6,"ギルドハウスで受け取れるアイテムがいっぱいですね。私が受け取って…はわっ、て、手がすべっ！"
102601,1,"ギルドハウスで受け取れるアイテムが、すべていっぱいになりました…ふぅ、お知らせだけで疲れた"
102601,2,"ギルドハウスで受け取れるアイテムが、すべていっぱいになりました…ふぅ、お知らせだけで疲れた"
102601,3,"ギルドハウスで受け取れるアイテムが、すべていっぱいになりました…ふぅ、お知らせだけで疲れた"
102601,4,"ギルドハウスで受け取れるアイテムが、すべていっぱいになりました…ふぅ、お知らせだけで疲れた"
102601,5,"ギルドハウスで受け取れるアイテムが、すべていっぱいになりました…ふぅ、お知らせだけで疲れた"
102601,6,"ギルドハウスで受け取れるアイテムが、すべていっぱいになりました…ふぅ、お知らせだけで疲れた"
102701,1,"ギルドハウスのアイテムが全部いっぱい…あなた様のものは私のもの、あなた様も私のものですわ♪"
102701,2,"ギルドハウスのアイテムが全部いっぱい…あなた様のものは私のもの、あなた様も私のものですわ♪"
102701,3,"ギルドハウスのアイテムが全部いっぱい…あなた様のものは私のもの、あなた様も私のものですわ♪"
102701,4,"ギルドハウスのアイテムが全部いっぱい…あなた様のものは私のもの、あなた様も私のものですわ♪"
102701,5,"ギルドハウスのアイテムが全部いっぱい…あなた様のものは私のもの、あなた様も私のものですわ♪"
102701,6,"ギルドハウスのアイテムが全部いっぱい…あなた様のものは私のもの、あなた様も私のものですわ♪"
102801,1,"ギルドハウスで受け取れるアイテムが全部いっぱいね。こういうのサボると後で大変よ？"
102801,2,"ギルドハウスで受け取れるアイテムが全部いっぱいね。こういうのサボると後で大変よ？"
102801,3,"ギルドハウスで受け取れるアイテムが全部いっぱいね。こういうのサボると後で大変よ？"
102801,4,"ギルドハウスで受け取れるアイテムが全部いっぱいね。こういうのサボると後で大変よ？"
102801,5,"ギルドハウスで受け取れるアイテムが全部いっぱいね。こういうのサボると後で大変よ？"
102801,6,"ギルドハウスで受け取れるアイテムが全部いっぱいね。こういうのサボると後で大変よ？"
102901,1,"ギルドハウスで受け取れるアイテムが、全部いっぱいだね。沢山の贈り物。アイドルみたいだね♪"
102901,2,"ギルドハウスで受け取れるアイテムが、全部いっぱいだね。沢山の贈り物。アイドルみたいだね♪"
102901,3,"ギルドハウスで受け取れるアイテムが、全部いっぱいだね。沢山の贈り物。アイドルみたいだね♪"
102901,4,"ギルドハウスで受け取れるアイテムが、全部いっぱいだね。沢山の贈り物。アイドルみたいだね♪"
102901,5,"ギルドハウスで受け取れるアイテムが、全部いっぱいだね。沢山の贈り物。アイドルみたいだね♪"
102901,6,"ギルドハウスで受け取れるアイテムが、全部いっぱいだね。沢山の贈り物。アイドルみたいだね♪"
103001,1,"ギルドハウスで受け取れるアイテムが、すべていっぱいデス！全部、天下統一に必要なものデス！"
103001,2,"ギルドハウスで受け取れるアイテムが、すべていっぱいデス！全部、天下統一に必要なものデス！"
103001,3,"ギルドハウスで受け取れるアイテムが、すべていっぱいデス！全部、天下統一に必要なものデス！"
103001,4,"ギルドハウスで受け取れるアイテムが、すべていっぱいデス！全部、天下統一に必要なものデス！"
103001,5,"ギルドハウスで受け取れるアイテムが、すべていっぱいデス！全部、天下統一に必要なものデス！"
103001,6,"ギルドハウスで受け取れるアイテムが、すべていっぱいデス！全部、天下統一に必要なものデス！"
103101,1,"私の占いによると、ギルドハウスで受け取れるアイテムが、すべていっぱいになったみたいです…"
103101,2,"私の占いによると、ギルドハウスで受け取れるアイテムが、すべていっぱいになったみたいです…"
103101,3,"私の占いによると、ギルドハウスで受け取れるアイテムが、すべていっぱいになったみたいです…"
103101,4,"私の占いによると、ギルドハウスで受け取れるアイテムが、すべていっぱいになったみたいです…"
103101,5,"私の占いによると、ギルドハウスで受け取れるアイテムが、すべていっぱいになったみたいです…"
103101,6,"私の占いによると、ギルドハウスで受け取れるアイテムが、すべていっぱいになったみたいです…"
103201,1,"ギルドハウスで受け取れるアイテムが、全部いっぱいですわね。あら、執事はいませんの？"
103201,2,"ギルドハウスで受け取れるアイテムが、全部いっぱいですわね。あら、執事はいませんの？"
103201,3,"ギルドハウスで受け取れるアイテムが、全部いっぱいですわね。あら、執事はいませんの？"
103201,4,"ギルドハウスで受け取れるアイテムが、全部いっぱいですわね。あら、執事はいませんの？"
103201,5,"ギルドハウスで受け取れるアイテムが、全部いっぱいですわね。あら、執事はいませんの？"
103201,6,"ギルドハウスで受け取れるアイテムが、全部いっぱいですわね。あら、執事はいませんの？"
103301,1,"ギルドハウスで受け取れるアイテムが、すべていっぱいだべな。何かお笑いに使えるべか？"
103301,2,"ギルドハウスで受け取れるアイテムが、すべていっぱいだべな。何かお笑いに使えるべか？"
103301,3,"ギルドハウスで受け取れるアイテムが、すべていっぱいだべな。何かお笑いに使えるべか？"
103301,4,"ギルドハウスで受け取れるアイテムが、すべていっぱいだべな。何かお笑いに使えるべか？"
103301,5,"ギルドハウスで受け取れるアイテムが、すべていっぱいだべな。何かお笑いに使えるべか？"
103301,6,"ギルドハウスで受け取れるアイテムが、すべていっぱいだべな。何かお笑いに使えるべか？"
103401,1,"ギルドハウスで受け取れるアイテムが、すべていっぱいね。わ、私もプレゼント欲しいなぁ…？"
103401,2,"ギルドハウスで受け取れるアイテムが、すべていっぱいね。わ、私もプレゼント欲しいなぁ…？"
103401,3,"ギルドハウスで受け取れるアイテムが、すべていっぱいね。わ、私もプレゼント欲しいなぁ…？"
103401,4,"ギルドハウスで受け取れるアイテムが、すべていっぱいね。わ、私もプレゼント欲しいなぁ…？"
103401,5,"ギルドハウスで受け取れるアイテムが、すべていっぱいね。わ、私もプレゼント欲しいなぁ…？"
103401,6,"ギルドハウスで受け取れるアイテムが、すべていっぱいね。わ、私もプレゼント欲しいなぁ…？"
103601,1,"ギルドハウスで貰えるアイテムがいっぱいです。こんなに貯めて…ちゃんと回収してくださいね？"
103601,2,"ギルドハウスで貰えるアイテムがいっぱいです。こんなに貯めて…ちゃんと回収してくださいね？"
103601,3,"ギルドハウスで貰えるアイテムがいっぱいです。こんなに貯めて…ちゃんと回収してくださいね？"
103601,4,"ギルドハウスで貰えるアイテムがいっぱいです。こんなに貯めて…ちゃんと回収してくださいね？"
103601,5,"ギルドハウスで貰えるアイテムがいっぱいです。こんなに貯めて…ちゃんと回収してくださいね？"
103601,6,"ギルドハウスで貰えるアイテムがいっぱいです。こんなに貯めて…ちゃんと回収してくださいね？"
103701,1,"ギルドハウスで受け取れるアイテムが、全部いっぱいだね。仕方ないな。待ってるから早く来てね？"
103701,2,"ギルドハウスで受け取れるアイテムが、全部いっぱいだね。仕方ないな。待ってるから早く来てね？"
103701,3,"ギルドハウスで受け取れるアイテムが、全部いっぱいだね。仕方ないな。待ってるから早く来てね？"
103701,4,"ギルドハウスで受け取れるアイテムが、全部いっぱいだね。仕方ないな。待ってるから早く来てね？"
103701,5,"ギルドハウスで受け取れるアイテムが、全部いっぱいだね。仕方ないな。待ってるから早く来てね？"
103701,6,"ギルドハウスで受け取れるアイテムが、全部いっぱいだね。仕方ないな。待ってるから早く来てね？"
103801,1,"ギルドハウスで貰えるアイテムがいっぱいになりました。受け取ったら、一緒に読書をしましょう"
103801,2,"ギルドハウスで貰えるアイテムがいっぱいになりました。受け取ったら、一緒に読書をしましょう"
103801,3,"ギルドハウスで貰えるアイテムがいっぱいになりました。受け取ったら、一緒に読書をしましょう"
103801,4,"ギルドハウスで貰えるアイテムがいっぱいになりました。受け取ったら、一緒に読書をしましょう"
103801,5,"ギルドハウスで貰えるアイテムがいっぱいになりました。受け取ったら、一緒に読書をしましょう"
103801,6,"ギルドハウスで貰えるアイテムがいっぱいになりました。受け取ったら、一緒に読書をしましょう"
104001,1,"ギルドハウスで受け取れるアイテムが、すべていっぱいです。沢山の贈り物、羨ましいです…！"
104001,2,"ギルドハウスで受け取れるアイテムが、すべていっぱいです。沢山の贈り物、羨ましいです…！"
104001,3,"ギルドハウスで受け取れるアイテムが、すべていっぱいです。沢山の贈り物、羨ましいです…！"
104001,4,"ギルドハウスで受け取れるアイテムが、すべていっぱいです。沢山の贈り物、羨ましいです…！"
104001,5,"ギルドハウスで受け取れるアイテムが、すべていっぱいです。沢山の贈り物、羨ましいです…！"
104001,6,"ギルドハウスで受け取れるアイテムが、すべていっぱいです。沢山の贈り物、羨ましいです…！"
104201,1,"ギルドハウスで受け取れるアイテムが、すべていっぱいになりました。歌で伝えるべきでしょうか？"
104201,2,"ギルドハウスで受け取れるアイテムが、すべていっぱいになりました。歌で伝えるべきでしょうか？"
104201,3,"ギルドハウスで受け取れるアイテムが、すべていっぱいになりました。歌で伝えるべきでしょうか？"
104201,4,"ギルドハウスで受け取れるアイテムが、すべていっぱいになりました。歌で伝えるべきでしょうか？"
104201,5,"ギルドハウスで受け取れるアイテムが、すべていっぱいになりました。歌で伝えるべきでしょうか？"
104201,6,"ギルドハウスで受け取れるアイテムが、すべていっぱいになりました。歌で伝えるべきでしょうか？"
104301,1,"ギルドハウスで受け取れるアイテムが、全部いっぱいだとさ。戦闘に役立つものもありそうだぜ？"
104301,2,"ギルドハウスで受け取れるアイテムが、全部いっぱいだとさ。戦闘に役立つものもありそうだぜ？"
104301,3,"ギルドハウスで受け取れるアイテムが、全部いっぱいだとさ。戦闘に役立つものもありそうだぜ？"
104301,4,"ギルドハウスで受け取れるアイテムが、全部いっぱいだとさ。戦闘に役立つものもありそうだぜ？"
104301,5,"ギルドハウスで受け取れるアイテムが、全部いっぱいだとさ。戦闘に役立つものもありそうだぜ？"
104301,6,"ギルドハウスで受け取れるアイテムが、全部いっぱいだとさ。戦闘に役立つものもありそうだぜ？"
104401,1,"ギルドハウスのアイテムがいっぱいじゃな。全てわらわへの献上品にしてもよいのじゃぞ？"
104401,2,"ギルドハウスのアイテムがいっぱいじゃな。全てわらわへの献上品にしてもよいのじゃぞ？"
104401,3,"ギルドハウスのアイテムがいっぱいじゃな。全てわらわへの献上品にしてもよいのじゃぞ？"
104401,4,"ギルドハウスのアイテムがいっぱいじゃな。全てわらわへの献上品にしてもよいのじゃぞ？"
104401,5,"ギルドハウスのアイテムがいっぱいじゃな。全てわらわへの献上品にしてもよいのじゃぞ？"
104401,6,"ギルドハウスのアイテムがいっぱいじゃな。全てわらわへの献上品にしてもよいのじゃぞ？"
104501,1,"ギルドハウスのアイテムがいっぱいです…これらを使って、クウカにどんな辱めを…じゅるり…"
104501,2,"ギルドハウスのアイテムがいっぱいです…これらを使って、クウカにどんな辱めを…じゅるり…"
104501,3,"ギルドハウスのアイテムがいっぱいです…これらを使って、クウカにどんな辱めを…じゅるり…"
104501,4,"ギルドハウスのアイテムがいっぱいです…これらを使って、クウカにどんな辱めを…じゅるり…"
104501,5,"ギルドハウスのアイテムがいっぱいです…これらを使って、クウカにどんな辱めを…じゅるり…"
104501,6,"ギルドハウスのアイテムがいっぱいです…これらを使って、クウカにどんな辱めを…じゅるり…"
104601,1,"ギルドハウスで受け取れるアイテムがいっぱいみたいにゃ。早く受け取らないともったいないにゃ"
104601,2,"ギルドハウスで受け取れるアイテムがいっぱいみたいにゃ。早く受け取らないともったいないにゃ"
104601,3,"ギルドハウスで受け取れるアイテムがいっぱいみたいにゃ。早く受け取らないともったいないにゃ"
104601,4,"ギルドハウスで受け取れるアイテムがいっぱいみたいにゃ。早く受け取らないともったいないにゃ"
104601,5,"ギルドハウスで受け取れるアイテムがいっぱいみたいにゃ。早く受け取らないともったいないにゃ"
104601,6,"ギルドハウスで受け取れるアイテムがいっぱいみたいにゃ。早く受け取らないともったいないにゃ"
104701,1,"ギルドハウスで受け取れるアイテムが、すべていっぱいだ。君が取りに来るまで見張っていよう。"
104701,2,"ギルドハウスで受け取れるアイテムが、すべていっぱいだ。君が取りに来るまで見張っていよう。"
104701,3,"ギルドハウスで受け取れるアイテムが、すべていっぱいだ。君が取りに来るまで見張っていよう。"
104701,4,"ギルドハウスで受け取れるアイテムが、すべていっぱいだ。君が取りに来るまで見張っていよう。"
104701,5,"ギルドハウスで受け取れるアイテムが、すべていっぱいだ。君が取りに来るまで見張っていよう。"
104701,6,"ギルドハウスで受け取れるアイテムが、すべていっぱいだ。君が取りに来るまで見張っていよう。"
104801,1,"ギルドハウスで受け取れるアイテムが、すべていっぱいになったわ。効率アップに役立てましょう！"
104801,2,"ギルドハウスで受け取れるアイテムが、すべていっぱいになったわ。効率アップに役立てましょう！"
104801,3,"ギルドハウスで受け取れるアイテムが、すべていっぱいになったわ。効率アップに役立てましょう！"
104801,4,"ギルドハウスで受け取れるアイテムが、すべていっぱいになったわ。効率アップに役立てましょう！"
104801,5,"ギルドハウスで受け取れるアイテムが、すべていっぱいになったわ。効率アップに役立てましょう！"
104801,6,"ギルドハウスで受け取れるアイテムが、すべていっぱいになったわ。効率アップに役立てましょう！"
104901,1,"ギルドハウスのアイテムがいっぱい！これ全部弟くんのもの！もちろんお姉ちゃんも弟くんのだよ！"
